state,industry,gdp_millions_2025,jobs_thousands_2025,avg_pay_2025,source
Connecticut,Other services,7269.0,57,52345,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Connecticut,Government,33946.5,224,80785,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,"Agriculture, forestry, fishing",0.0,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Mining,0.0,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Utilities,1655.5,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Construction,3966.4,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Manufacturing,8042.0,27,79427,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Wholesale trade,3404.5,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Retail trade,4892.1,51,40941,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Transportation & warehousing,2422.6,23,56745,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Information,1437.6,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Finance & insurance,30226.8,43,135650,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,"Real estate, rental & leasing",23333.8,6,73193,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,"Professional, sci & technical",7352.3,29,133563,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Management of companies,2110.5,7,180357,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Administrative & waste svcs,2931.9,28,59268,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Educational services,549.4,5,59221,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Health care & social assist.,8982.4,83,72458,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,"Arts, entertainment & rec.",669.0,10,31039,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Accommodation & food svcs,2531.7,43,28295,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Other services,1525.2,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Delaware,Government,10083.4,69,74737,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,"Agriculture, forestry, fishing",0.0,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Mining,0.0,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Utilities,1531.5,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Construction,1979.2,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Manufacturing,0.0,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Wholesale trade,2502.7,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Retail trade,2469.2,20,52842,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Transportation & warehousing,834.0,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Information,14487.9,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Finance & insurance,9834.6,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,"Real estate, rental & leasing",16540.3,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,"Professional, sci & technical",40006.2,116,197200,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Management of companies,1269.3,3,297090,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Administrative & waste svcs,5373.7,47,76799,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Educational services,5886.2,45,87576,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Health care & social assist.,9330.4,74,86718,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,"Arts, entertainment & rec.",1939.2,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Accommodation & food svcs,7055.2,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Other services,13224.3,66,125059,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
District of Columbia,Government,58018.6,186,147168,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,"Agriculture, forestry, fishing",7400.6,60,48232,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Mining,1668.2,4,96082,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Utilities,29453.5,27,125179,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Construction,98744.7,655,73700,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Manufacturing,85303.6,427,86405,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Wholesale trade,124727.3,397,105364,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Retail trade,139371.0,1149,44682,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Transportation & warehousing,65342.9,411,70346,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Information,63419.7,153,130325,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Finance & insurance,113008.9,458,136753,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,"Real estate, rental & leasing",374958.1,222,73199,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,"Professional, sci & technical",149940.1,762,114337,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Management of companies,29829.7,139,149407,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Administrative & waste svcs,72347.4,717,58953,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Educational services,16073.7,206,55221,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Health care & social assist.,147922.6,1373,70567,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,"Arts, entertainment & rec.",29422.2,276,55426,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Accommodation & food svcs,80391.3,1059,35182,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Other services,42699.7,302,53123,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Florida,Government,162616.3,1100,73127,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,"Agriculture, forestry, fishing",6738.2,23,51419,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Mining,1910.7,6,87997,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Utilities,14689.1,22,128063,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Construction,48160.5,234,84615,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Manufacturing,85508.8,425,75371,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Wholesale trade,71129.3,226,101715,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Retail trade,57709.2,509,41873,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Transportation & warehousing,38076.5,265,70666,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Information,53680.0,113,143961,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Finance & insurance,77379.9,195,124243,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,"Real estate, rental & leasing",133404.4,80,80644,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,"Professional, sci & technical",67480.8,336,117876,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Management of companies,17977.3,90,157014,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Administrative & waste svcs,31208.8,319,57235,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Educational services,9997.4,92,72216,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Health care & social assist.,65394.5,613,70135,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,"Arts, entertainment & rec.",7513.3,66,51148,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Accommodation & food svcs,25959.0,452,27360,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Other services,16389.3,120,52725,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Georgia,Government,94521.9,684,66137,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,"Agriculture, forestry, fishing",0.0,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Mining,95.1,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Utilities,2469.4,4,133628,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Construction,7155.0,40,96682,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Manufacturing,0.0,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Wholesale trade,4054.5,17,79658,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Retail trade,9417.9,64,45566,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Transportation & warehousing,6710.6,31,75922,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Information,2920.7,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Finance & insurance,5560.1,15,106755,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,"Real estate, rental & leasing",20878.6,12,74051,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,"Professional, sci & technical",5638.6,27,107207,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Management of companies,1389.1,9,116683,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Administrative & waste svcs,3748.0,37,52696,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Educational services,1277.3,15,53436,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Health care & social assist.,9267.3,76,76405,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,"Arts, entertainment & rec.",1674.4,13,41879,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Accommodation & food svcs,11994.8,106,47536,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Other services,3008.7,26,52444,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Hawaii,Government,24702.1,124,83133,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,"Agriculture, forestry, fishing",4959.2,24,49897,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Mining,0.0,3,98815,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Utilities,1786.3,4,89859,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Construction,9191.8,72,70772,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Manufacturing,11404.9,74,86868,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Wholesale trade,9726.9,36,90354,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Retail trade,10804.7,94,42380,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Transportation & warehousing,3957.1,29,55525,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Information,0.0,9,103842,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Finance & insurance,6598.6,28,98430,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,"Real estate, rental & leasing",20910.8,11,60870,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,"Professional, sci & technical",9147.7,53,100164,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Management of companies,1713.1,9,143939,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Administrative & waste svcs,4770.1,48,56000,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Educational services,1183.4,12,50068,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Health care & social assist.,11754.7,125,58706,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,"Arts, entertainment & rec.",1133.1,16,28948,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Accommodation & food svcs,4628.6,78,24379,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Other services,2686.9,23,46748,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Idaho,Government,14150.7,126,57342,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,"Agriculture, forestry, fishing",10257.6,20,53818,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Mining,2014.3,7,96937,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Utilities,21825.0,25,148707,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Construction,42790.3,240,93920,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Manufacturing,132582.1,570,90882,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Wholesale trade,98483.8,297,109894,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Retail trade,68733.1,569,43191,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Transportation & warehousing,52082.1,314,70167,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Information,51040.8,90,158826,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Finance & insurance,106034.7,300,166981,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,"Real estate, rental & leasing",154383.2,79,93712,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,"Professional, sci & technical",103618.8,440,131194,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Management of companies,16914.1,77,157635,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Administrative & waste svcs,41833.3,394,62562,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Educational services,16498.6,146,68537,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Health care & social assist.,91663.3,866,66118,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,"Arts, entertainment & rec.",15016.6,99,49125,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Accommodation & food svcs,38997.9,506,31538,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Other services,27376.3,205,58869,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Illinois,Government,109850.2,822,72978,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,"Agriculture, forestry, fishing",7201.8,17,53824,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Mining,1863.4,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Utilities,8681.6,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Construction,28064.8,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Manufacturing,131083.4,518,84001,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Wholesale trade,35007.4,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Retail trade,33597.6,313,38535,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Transportation & warehousing,20823.9,166,60805,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Information,8157.1,0,0,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Finance & insurance,29846.7,104,98593,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,"Real estate, rental & leasing",57260.9,37,63643,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,"Professional, sci & technical",30340.9,151,96533,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Management of companies,6279.4,35,125335,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Administrative & waste svcs,15745.7,170,48474,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Educational services,5243.3,54,54844,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
Indiana,Health care & social assist.,46880.1,459,65161,"GDP: BEA SAGDP2 nominal 2025; Jobs/Pay: BLS QCEW 2025 (private sectors=private ownership, Government=fed+state+local)"
